target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
FSMI_nm,M14c_residual_self_paced,0.9130434782608695,21,1.1004316308122302,0.6709803013405353,0.3306171480765512,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6095;6082;6063;6085;6080;6072;6090;6094
FSMI_nm,M14c_residual_self_paced,0.8260869565217391,19,1.045836488589483,0.6524953647400937,0.46470211764801717,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6095;6082;6063;6085;6080;6072
FSMI_nm,M14c_residual_self_paced,0.7391304347826086,17,1.0378953680645637,0.6231335130970939,0.467309433981673,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6095;6082;6063;6085
FSMI_nm,M14c_residual_self_paced,0.6086956521739131,14,0.9425776117011534,0.522063362465774,0.6733579514304808,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6095
FSMI_nm,M14c_residual_self_paced,0.5217391304347826,12,0.6845247134325589,0.522063362465774,0.4918514204796226,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
FSMI_nm,M14d_r3d_causal_temporal,1.0,23,1.4924290651111753,1.3000408981073392,0.46854032590244427,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6085;6095;6072;6090;6094;6099;6022
FSMI_nm,M14d_r3d_causal_temporal,0.9130434782608695,21,1.388493382489261,1.3000408981073392,0.2348758214387214,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6085;6095;6072;6090;6094
FSMI_nm,M14d_r3d_causal_temporal,0.8260869565217391,19,1.420993210926019,1.3000408981073392,0.2578581283583353,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6085;6095;6072
FSMI_nm,M14d_r3d_causal_temporal,0.7391304347826086,17,1.2970974969349738,1.3000408981073392,-0.2723101192345733,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6085
FSMI_nm,M14d_r3d_causal_temporal,0.6086956521739131,14,1.196774249119763,1.1402537369696177,-0.37030344141789817,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
FSMI_nm,M14d_r3d_causal_temporal,0.5217391304347826,12,1.182843936727165,1.1402537369696177,-0.3098866451851643,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
FSMI_nm,M14e_multiview_curated20_r3d80,1.0,23,1.4401180874762352,1.1276774482472973,0.4591667880137639,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6095;6085;6072;6090;6094;6099;6022
FSMI_nm,M14e_multiview_curated20_r3d80,0.9130434782608695,21,1.295902455662824,1.0913191244622027,0.30442410503479167,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6095;6085;6072;6090;6094
FSMI_nm,M14e_multiview_curated20_r3d80,0.8260869565217391,19,1.3015415180207401,1.0913191244622027,0.3735271548542896,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6080;6095;6085;6072
